田田手工 手机包 成品,15.9,http://archive.taobao.com/auction/item_detail-0dbh-4e0f4dade8810cc596a83b6e5f0d79f6.jhtml,http://dsc05.taobao.com/i5/4e0/f41/4e0f4dade8810cc596a83b6e5f0d79f6/T1dB0CXfpIXXXXXXXX.desc|var^desc;sign^77a181633a386a6b56520d25f1feef55;lang^gbk;t^1276143323
迪欧 不织布DIY 小可爱 零钱包 材料包,9.9,http://archive.taobao.com/auction/item_detail-0dbh-1c10bdae8ef92a69c1fe5dce43556b85.jhtml,http://dsc08.taobao.com/i8/1c0/0b1/1c10bdae8ef92a69c1fe5dce43556b85/T1iyxFXgdaXXXXXXXX.desc|var^desc;sign^151c00afb7ea82e1fca610649c5c3ec9;lang^gbk;t^1278646228
迪欧 不织布DIY 小可爱 零钱包 成品,18.8,http://archive.taobao.com/auction/item_detail-0dbh-b0a8e24f286660eef70150c35baaee79.jhtml,http://dsc01.taobao.com/i1/b01/8e0/b0a8e24f286660eef70150c35baaee79/T1LS8CXiRnXXXXXXXX.desc|var^desc;sign^4b2e68446e3ea8509fc55d3a0f1cdbb7;lang^gbk;t^1276142785
迪欧 不织布DIY 冒泡泡的小鱼 卡包 成品,22.8,http://archive.taobao.com/auction/item_detail-0dbh-c403e7f4eedb9e6dfbd936010af1dbdf.jhtml,http://dsc04.taobao.com/i4/c40/3e0/c403e7f4eedb9e6dfbd936010af1dbdf/T1KTRCXb4XXXXXXXXX.desc|var^desc;sign^5417a0515b8957aae06db6a683b61c94;lang^gbk;t^1276142308
迪欧 不织布DIY 冒泡泡的小鱼 卡包 材料包,7.9,http://archive.taobao.com/auction/item_detail-0dbh-996ab8738b0775fbee5c9bfc64fcf7fb.jhtml,http://dsc05.taobao.com/i5/990/ab1/996ab8738b0775fbee5c9bfc64fcf7fb/T1TxRFXelpXXXXXXXX.desc|var^desc;sign^09ee3c957df97d877abf3a09f1334c24;lang^gbk;t^1278646241
迪欧 不织布DIY 猫咪 卡包 材料包,7.9,http://archive.taobao.com/auction/item_detail-0dbh-dac226f1b3b6a0a1b29ccb2e91b68615.jhtml,http://dsc08.taobao.com/i8/da1/220/dac226f1b3b6a0a1b29ccb2e91b68615/T1V5pFXeXcXXXXXXXX.desc|var^desc;sign^4c742732a9513a745e0e73877834b5f6;lang^gbk;t^1278646251
迪欧 不织布DIY 猫咪 卡包 成品,22.8,http://archive.taobao.com/auction/item_detail-0dbh-c7068561d2b4eb2b7dbf743520aa7138.jhtml,http://dsc05.taobao.com/i5/c70/680/c7068561d2b4eb2b7dbf743520aa7138/T19_hCXoRjXXXXXXXX.desc|var^desc;sign^aec3184d11883015091bb430e41bb24b;lang^gbk;t^1276141749
迪鸥 不织布DIY材料包 迷你熊 开关贴材料包,9.9,http://archive.taobao.com/auction/item_detail-0dbh-ce826ddb7c3007db71d642d90ed8837c.jhtml,http://dsc06.taobao.com/i6/ce1/261/ce826ddb7c3007db71d642d90ed8837c/T19zBCXaNrXXXXXXXX.desc|var^desc;sign^cee39fe6c3f41f5925d6fb8b4a0edd8d;lang^gbk;t^1275969996
迪鸥 不织布DIY材料包 林间小屋开关贴材料包,9.9,http://archive.taobao.com/auction/item_detail-0dbh-89f5af887736d321519e2bee4da3fb6f.jhtml,http://dsc05.taobao.com/i5/891/5a1/89f5af887736d321519e2bee4da3fb6f/T1P68CXc0fXXXXXXXX.desc|var^desc;sign^c59777f4ffc23aee99ea00049d9ebdeb;lang^gbk;t^1275969913
迪鸥不织布DIY材料包 扬帆起航桌垫杯垫材料包,9.9,http://archive.taobao.com/auction/item_detail-0dbh-eabf53ffc2693372704e17c35e43aba6.jhtml,http://dsc01.taobao.com/i1/ea1/f50/eabf53ffc2693372704e17c35e43aba6/T1z5tCXkXJXXXXXXXX.desc|var^desc;sign^7e2f991de93ffefdc8c77eea5b092481;lang^gbk;t^1275969682
迪鸥 不织布DIY材料包 寅年吉吉纸抽筒材料包,19.9,http://archive.taobao.com/auction/item_detail-0dbh-c61e8b9bfb8240598393cfcf40969c76.jhtml,http://dsc06.taobao.com/i6/c60/e81/c61e8b9bfb8240598393cfcf40969c76/T1zjVCXlRjXXXXXXXX.desc|var^desc;sign^f5632c56cacd14cc6813de8ac78d0e46;lang^gbk;t^1275969555
迪鸥 不织布DIY材料包 Happy Day 纸抽筒材料包,9.9,http://archive.taobao.com/auction/item_detail-0dbh-dbe8709688efd4eb38be9bd2d2d16401.jhtml,http://dsc07.taobao.com/i7/db1/870/dbe8709688efd4eb38be9bd2d2d16401/T1MPJCXdFnXXXXXXXX.desc|var^desc;sign^eca74b3e961f247850dd1bd416488f47;lang^gbk;t^1275967513
冬天超保暖时尚帽子*针织帽*毛线帽*保暖帽,35,http://archive.taobao.com/auction/item_detail-0dbh-6fa181283b83dde08bbc4eddd1a39375.jhtml,http://dsc02.taobao.com/i2/6f1/180/6fa181283b83dde08bbc4eddd1a39375/T1aLNpXm0zXXXXXXXX.desc|var^desc;sign^0674b8de873dffa0e174d0a620b9447d;lang^gbk;t^1259905294
★新品推荐★新款 连指 毛绒 兔兔 帆布 暖和 手套,18,http://archive.taobao.com/auction/item_detail-0dbh-6430eb10169218a3cbec9fdf66bafb53.jhtml,http://dsc04.taobao.com/i4/640/0e1/6430eb10169218a3cbec9fdf66bafb53/T1af4pXoBsXXXXXXXX.desc|var^desc;sign^cbb03f52ffa835e868cc1b115276ca49;lang^gbk;t^1259904773
★新品推荐★新款 半截 连指毛线 手套 电脑族 挚爱 玫红/粉红,15,http://archive.taobao.com/auction/item_detail-0dbh-a26931868469680e9851371106db1d55.jhtml,http://dsc05.taobao.com/i5/a20/930/a26931868469680e9851371106db1d55/T1zgppXc8gXXXXXXXX.desc|var^desc;sign^62279b708a9d9c3028671b85b818df14;lang^gbk;t^1259904542
新品上架_09冬季新款 可爱 毛绒 分指/ 五指手套 粉红/玫红,18,http://archive.taobao.com/auction/item_detail-0dbh-165092bf2b438892c103e62349114745.jhtml,http://dsc02.taobao.com/i2/160/090/165092bf2b438892c103e62349114745/T142VpXj4uXXXXXXXX.desc|var^desc;sign^95ddba84cf3e5c786fccae8393384fa2;lang^gbk;t^1259904282
★新品推荐★喜洋洋 毛绒拖鞋 包底拖鞋 玫红/蓝,14.8,http://archive.taobao.com/auction/item_detail-0dbh-64a26d1933acbd100c8ac4f440002669.jhtml,http://dsc03.taobao.com/i3/641/261/64a26d1933acbd100c8ac4f440002669/T1MshnXdReXXXXXXXX.desc|var^desc;sign^40cb1e1853e5e4054311c46eb3b7454d;lang^gbk;t^1256478794
★新品推荐★男士 毛绒拖鞋 居家拖鞋 三色 浅灰/黑/深灰,22,http://archive.taobao.com/auction/item_detail-0dbh-8c345904d9e88b5ade330b2a5a8fe8df.jhtml,http://dsc04.taobao.com/i4/8c0/451/8c345904d9e88b5ade330b2a5a8fe8df/T1R.FnXlNCXXXXXXXX.desc|var^desc;sign^c5ca9c8206e56e1046df00a3583f3477;lang^gbk;t^1257732897
★新品推荐★ 条纹 花朵淑女拖鞋 毛绒拖鞋 粉红/浅蓝/浅黄,22,http://archive.taobao.com/auction/item_detail-0dbh-81d8d3bedab2a75e83371e4dae181dc0.jhtml,http://dsc01.taobao.com/i1/811/8d0/81d8d3bedab2a75e83371e4dae181dc0/T1zspnXaJcXXXXXXXX.desc|var^desc;sign^885b33ef6f4d79b28957ceb715bb1efd;lang^gbk;t^1256478884
★新品推荐★清新花朵淑女超爱 家居拖鞋 毛绒拖鞋 浅紫/浅蓝,22,http://archive.taobao.com/auction/item_detail-0dbh-9976437506eac102f8ce75a866950c27.jhtml,http://dsc04.taobao.com/i4/990/640/9976437506eac102f8ce75a866950c27/T1BcxnXjlXXXXXXXXX.desc|var^desc;sign^bd5c91ff63179f55b9b938a59966eb3d;lang^gbk;t^1256478892
★新品推荐★ 新品 帆布 零钱包 海绵宝宝/小孩脸/小猴子,8,http://archive.taobao.com/auction/item_detail-0dbh-44eaffc4bf89777aec90cad4d393fe30.jhtml,http://dsc05.taobao.com/i5/441/af1/44eaffc4bf89777aec90cad4d393fe30/T17q4nXo0FXXXXXXXX.desc|var^desc;sign^79d13582419576840092bad6e80f261e;lang^gbk;t^1256440782
★新品推荐★ 最新 零钱包 机器猫/凯蒂兔/大嘴猴,5,http://archive.taobao.com/auction/item_detail-0dbh-22f6243e01ec93e4f6b99fcc98d5bc6c.jhtml,http://dsc07.taobao.com/i7/221/620/22f6243e01ec93e4f6b99fcc98d5bc6c/T1zbtnXbtxXXXXXXXX.desc|var^desc;sign^68e799fb66ffbb390212fce71aa222cd;lang^gbk;t^1256440598
★新品推荐★最新 手机包 软皮质 kitty/熊/可爱表情,8,http://archive.taobao.com/auction/item_detail-0dbh-9194991d8978258bd3bb5a5683b9f142.jhtml,http://dsc05.taobao.com/i5/911/491/9194991d8978258bd3bb5a5683b9f142/T1MbdnXihBXXXXXXXX.desc|var^desc;sign^61f795530853b87de954cb2f1ebc6b67;lang^gbk;t^1256440469
★新品推荐★ 最新 手机包/零钱包/ 多个可爱 图案,6,http://archive.taobao.com/auction/item_detail-0dbh-83284131503fde400e1296d17e3a3c65.jhtml,http://dsc03.taobao.com/i3/830/840/83284131503fde400e1296d17e3a3c65/T1VYNnXdJpXXXXXXXX.desc|var^desc;sign^309fb9d2206224d9addc6feee3c72eca;lang^gbk;t^1256440243
★新品推荐★新款 海绵宝宝 帆布 化妆包/首饰袋/手机包,18,http://archive.taobao.com/auction/item_detail-0dbh-48f16aa82b3ef1bdda45dbae8e13fd04.jhtml,http://dsc08.taobao.com/i8/481/161/48f16aa82b3ef1bdda45dbae8e13fd04/T1RYRnXoNnXXXXXXXX.desc|var^desc;sign^552a6613631f27106a043a4f3aa083bc;lang^gbk;t^1256440031
★新品推荐★新款 可爱长颈鹿 帆布 化妆包/首饰袋/手机包,18,http://archive.taobao.com/auction/item_detail-0dbh-e6484f786473db7d5d26ac0b6539656b.jhtml,http://dsc05.taobao.com/i5/e60/841/e6484f786473db7d5d26ac0b6539656b/T1jW4nXf4IXXXXXXXX.desc|var^desc;sign^f781676f795e556fca81bcf922c1313b;lang^gbk;t^1256439885
★新品推荐★新款 可爱兔兔 帆布 化妆包/首饰袋/手机包,18,http://archive.taobao.com/auction/item_detail-0dbh-ebf56f64a347d7be1db5b074b4cbc865.jhtml,http://dsc04.taobao.com/i4/eb1/561/ebf56f64a347d7be1db5b074b4cbc865/T1hbBnXjBuXXXXXXXX.desc|var^desc;sign^46642fd8d17a83cdee8a76aa835ccd73;lang^gbk;t^1256439703
★新品推荐★新款木谷屋 帆布 小花 多用包/零钱包/手机袋,15,http://archive.taobao.com/auction/item_detail-0dbh-960f4325824c4c2d4c120104f8b0bb66.jhtml,http://dsc05.taobao.com/i5/960/f40/960f4325824c4c2d4c120104f8b0bb66/T1GrRnXnVnXXXXXXXX.desc|var^desc;sign^62821954d451fec61cf5459472b56eaf;lang^gbk;t^1256439365
新品-樱桃小丸子/ kitty塑料 多用包/零钱包/笔袋粉红/大红,10,http://archive.taobao.com/auction/item_detail-0dbh- adf1291b534b351afb05f37e676ea9cb.jhtml,http://dsc08.taobao.com/i8/ad1/121/adf1291b534b351afb05f37e676ea9cb/T1ZHxnXkRuXXXXXXXX.desc|var^desc;sign^be52c137fc6593d3d9e4a78218a60f95;lang^gbk;t^1256439059
★新品推荐★ domo 大嘴人多用包/零钱包/手机袋/化妆包,15,http://archive.taobao.com/auction/item_detail-0dbh-eb9fdd70d9dc76f4205a25d73276d294.jhtml,http://dsc04.taobao.com/i4/eb1/fd1/eb9fdd70d9dc76f4205a25d73276d294/T1rHRnXoVnXXXXXXXX.desc|var^desc;sign^6f22d4ab96fba5a4181d24584e88813f;lang^gbk;t^1256438835
★ 新品推荐★ metoo 可爱兔兔多用包/零钱包/手机袋/化妆包,15,http://archive.taobao.com/auction/item_detail- 0dbh-96cc69f0ef8cf3ec3d2270232e689770.jhtml,http://dsc01.taobao.com/i1/961/c61/96cc69f0ef8cf3ec3d2270232e689770/T1hYpnXhJxXXXXXXXX.desc|var^desc;sign^1cd35b7a258384c2c43d02563a8e6ccb;lang^gbk;t^1256438518
★ 新品推荐★ hellokitty 多用包/零钱包/手机袋/化妆包,15,http://archive.taobao.com/auction/item_detail- 0dbh-b82b4858523f5496bfc46a391fa47032.jhtml,http://dsc02.taobao.com/i2/b80/b41/b82b4858523f5496bfc46a391fa47032/T1_a4nXldEXXXXXXXX.desc|var^desc;sign^c7376f27ae21f10369667efe81c33b20;lang^gbk;t^1256438338
新款 半截 连指毛线 手套 电脑族 挚爱 黑/玫红/粉红/白,9,http://archive.taobao.com/auction/item_detail-0dbh-99552b4fed349fc8557f10f190f75c20.jhtml,http://dsc02.taobao.com/i2/990/521/99552b4fed349fc8557f10f190f75c20/T1kHJnXjRqXXXXXXXX.desc|var^desc;sign^e58c41e2ab69beeacecefb7c9f454ba1;lang^gbk;t^1256437373
★ 新款★ 半截 连指 毛绒 手套 hellokitty/喜洋洋 款粉红/蓝,16,http://archive.taobao.com/auction/item_detail-0dbh- 928766834aecaae79f36b8132ff8ab1f.jhtml,http://dsc05.taobao.com/i5/921/760/928766834aecaae79f36b8132ff8ab1f/T1zr0nXc0fXXXXXXXX.desc|var^desc;sign^994ccbaf8fc2e2e4c9a839747d525b2a;lang^gbk;t^1256437091
新款*咪兔双层加厚毛线手套 连指挂脖手套 卡通手套 玫红 粉红,22,http://archive.taobao.com/auction/item_detail-0dbh-46f4023b572dcbc2ae90b87098fb0959.jhtml,http://dsc04.taobao.com/i4/461/400/46f4023b572dcbc2ae90b87098fb0959/T1FH0nXc4eXXXXXXXX.desc|var^desc;sign^7adc00299a712e1357b47443a5ff0fad;lang^gbk;t^1256436807
秋冬新品 连指手套 花边 针织挂脖手套 粉红 紫色 奶白,20,http://archive.taobao.com/auction/item_detail-0dbh-6cc9643420219d1fb106c80899477d98.jhtml,http://dsc01.taobao.com/i1/6c1/960/6cc9643420219d1fb106c80899477d98/T1JHNnXaloXXXXXXXX.desc|var^desc;sign^fa5154e3b2ede46483df7c52a08550dd;lang^gbk;t^1256436599
09新款 彩条纹 针织连指毛线球手套 双层内带绒衬 紫/蓝/粉红,20,http://archive.taobao.com/auction/item_detail-0dbh-669875bb98bbb51f7c944fe6ad3ef53a.jhtml,http://dsc01.taobao.com/i1/661/870/669875bb98bbb51f7c944fe6ad3ef53a/T1jrXnXkpBXXXXXXXX.desc|var^desc;sign^1d72b29a223746f82d7d88dedcaee50c;lang^gbk;t^1256436259
09新款 彩条纹 针织连指手套 双层内带绒衬 深紫/玫红/粉红,20,http://archive.taobao.com/auction/item_detail-0dbh-75940f8ccfd89a0c61ed4cca03cb99c6.jhtml,http://dsc01.taobao.com/i1/751/401/75940f8ccfd89a0c61ed4cca03cb99c6/T1gbVnXiXlXXXXXXXX.desc|var^desc;sign^61b672b1cf4b43df45f5d9081b607627;lang^gbk;t^1256436000
新品上架__ 09冬季新款 可爱女生 熊熊图案 五指手套浅蓝/深紫,18,http://archive.taobao.com/auction/item_detail-0dbh- ad61f7f01d49acac22679fb98ba40c57.jhtml,http://dsc05.taobao.com/i5/ad0/1f0/ad61f7f01d49acac22679fb98ba40c57/T1prxnXXFuXXXXXXXX.desc|var^desc;sign^635a771c851e1437aa7cc7710e15f58c;lang^gbk;t^1256435691
新品上架_09冬季新款 可爱女生 心形图案 五指手套粉红/深紫,18,http://archive.taobao.com/auction/item_detail-0dbh- a3a26abe392f8c44d310f569af744b1d.jhtml,http://dsc02.taobao.com/i2/a31/261/a3a26abe392f8c44d310f569af744b1d/T1na4nXgXGXXXXXXXX.desc|var^desc;sign^38981320449fe72cba64b3ee14576ed0;lang^gbk;t^1256435450
★金玲家居★秋冬 新款 棉质 围巾 薄款 流苏 浅蓝色,28.8,http://archive.taobao.com/auction/item_detail-0dbh-52ab49eed93ad89c174201e9ba88bb1d.jhtml,http://dsc08.taobao.com/i8/521/b41/52ab49eed93ad89c174201e9ba88bb1d/T1lq4nXkNCXXXXXXXX.desc|var^desc;sign^1b39f2774d70fc5e4a3122844709620e;lang^gbk;t^1256405434
新品推荐★09 新款 柔滑 棉质 格子 围巾 流苏 粉红 深蓝,28.8,http://archive.taobao.com/auction/item_detail-0dbh-4be332a4179add46ed3151c872a45c3f.jhtml,http://dsc06.taobao.com/i6/4b1/330/4be332a4179add46ed3151c872a45c3f/T1jHNnXgdkXXXXXXXX.desc|var^desc;sign^7aeb14b4a68084ccef2f91fc78438746;lang^gbk;t^1256405189
★新品推荐★ 外贸单。日系田园清新 流苏 棉质 大方巾围巾 粉红,28.8,http://archive.taobao.com/auction/item_detail-0dbh-d61f98a1d4ae3440a42781da2974e363.jhtml,http://dsc05.taobao.com/i5/d60/f91/d61f98a1d4ae3440a42781da2974e363/T18WVnXbBLXXXXXXXX.desc|var^desc;sign^347c199229bd8b85e44f8a9abbfcd13f;lang^gbk;t^1256404804
★新品推荐★09新款韩版围巾 格子大方巾の紫色 流苏,15.8,http://archive.taobao.com/auction/item_detail-0dbh-d1a055d7aba6de426b359f8414943d0f.jhtml,http://dsc01.taobao.com/i1/d11/050/d1a055d7aba6de426b359f8414943d0f/T1MbNnXh8jXXXXXXXX.desc|var^desc;sign^4ceb2156b59b4aa2635f40f7333e43c3;lang^gbk;t^1256404516
★新品推荐★经典英伦格子围巾 女士围巾 薄款 流苏 黑白 大方巾,16.8,http://archive.taobao.com/auction/item_detail-0dbh-17ca7cb4334bd564a2de9d6ba8b1c1d6.jhtml,http://dsc07.taobao.com/i7/171/a71/17ca7cb4334bd564a2de9d6ba8b1c1d6/T1LHJnXX4lXXXXXXXX.desc|var^desc;sign^cb0d7631b06e6c577be5378c4c98e944;lang^gbk;t^1256404215
★ 新品推荐★ 09棉质 格子 女士围巾 薄款 流苏 黑紫色大方巾,15.8,http://archive.taobao.com/auction/item_detail-0dbh- 416372719d1edf33396ed8448f6a5637.jhtml,http://dsc08.taobao.com/i8/410/370/416372719d1edf33396ed8448f6a5637/T1cYlnXg0tXXXXXXXX.desc|var^desc;sign^d240589c08064597d066fb79c801bf64;lang^gbk;t^1256403940
可爱悠嘻猴MM多用靠垫&被子/空调被100*150CM(棕色),32,http://archive.taobao.com /auction/item_detail-0dbh-9edc430ce518a7ebde0282e2828bffbd.jhtml,http://dsc08.taobao.com/i8/9e1/c40/9edc430ce518a7ebde0282e2828bffbd/T1Bz0jXcIltJNXXXXX.desc|var^desc;sign^4691fb461e2a606bbf8f2bb1893f2ec8;lang^gbk;t^1246939954
